,Periodo,1.Dólar observado,year,mes,dia
14390,2022-01-01,,2022,01,01
14391,2022-01-02,,2022,01,02
14392,2022-01-03,844.69,2022,01,03
14393,2022-01-04,851.43,2022,01,04
14394,2022-01-05,852.03,2022,01,05
14395,2022-01-06,841.63,2022,01,06
14396,2022-01-07,838.88,2022,01,07
14397,2022-01-08,,2022,01,08
14398,2022-01-09,,2022,01,09
14399,2022-01-10,831.59,2022,01,10
14400,2022-01-11,831.39,2022,01,11
14401,2022-01-12,832.6,2022,01,12
14402,2022-01-13,826.51,2022,01,13
14403,2022-01-14,821.87,2022,01,14
14404,2022-01-15,,2022,01,15
14405,2022-01-16,,2022,01,16
14406,2022-01-17,815.39,2022,01,17
14407,2022-01-18,822.0,2022,01,18
14408,2022-01-19,820.6,2022,01,19
14409,2022-01-20,813.46,2022,01,20
14410,2022-01-21,805.25,2022,01,21
14411,2022-01-22,,2022,01,22
14412,2022-01-23,,2022,01,23
14413,2022-01-24,799.23,2022,01,24
14414,2022-01-25,800.31,2022,01,25
14415,2022-01-26,806.06,2022,01,26
14416,2022-01-27,798.86,2022,01,27
14417,2022-01-28,799.15,2022,01,28
14418,2022-01-29,,2022,01,29
14419,2022-01-30,,2022,01,30
14420,2022-01-31,810.12,2022,01,31
14421,2022-02-01,803.88,2022,02,01
14422,2022-02-02,801.52,2022,02,02
14423,2022-02-03,805.95,2022,02,03
14424,2022-02-04,817.29,2022,02,04
14425,2022-02-05,,2022,02,05
14426,2022-02-06,,2022,02,06
14427,2022-02-07,825.58,2022,02,07
14428,2022-02-08,826.93,2022,02,08
14429,2022-02-09,824.33,2022,02,09
14430,2022-02-10,820.79,2022,02,10
14431,2022-02-11,804.2,2022,02,11
14432,2022-02-12,,2022,02,12
14433,2022-02-13,,2022,02,13
14434,2022-02-14,806.24,2022,02,14
14435,2022-02-15,812.24,2022,02,15
14436,2022-02-16,804.17,2022,02,16
14437,2022-02-17,799.55,2022,02,17
14438,2022-02-18,798.98,2022,02,18
14439,2022-02-19,,2022,02,19
14440,2022-02-20,,2022,02,20
14441,2022-02-21,793.91,2022,02,21
14442,2022-02-22,799.99,2022,02,22
14443,2022-02-23,796.25,2022,02,23
14444,2022-02-24,787.05,2022,02,24
14445,2022-02-25,807.26,2022,02,25
14446,2022-02-26,,2022,02,26
14447,2022-02-27,,2022,02,27
14448,2022-02-28,805.25,2022,02,28
14449,2022-03-01,798.01,2022,03,01
14450,2022-03-02,803.27,2022,03,02
14451,2022-03-03,807.31,2022,03,03
14452,2022-03-04,800.97,2022,03,04
14453,2022-03-05,,2022,03,05
14454,2022-03-06,,2022,03,06
14455,2022-03-07,806.89,2022,03,07
14456,2022-03-08,808.6,2022,03,08
14457,2022-03-09,812.03,2022,03,09
