,Periodo,1.Dólar observado,year,mes,dia
145,1983-01-01,,1983,01,01
146,1983-01-02,,1983,01,02
147,1983-01-03,73.43,1983,01,03
148,1983-01-04,73.83,1983,01,04
149,1983-01-05,73.86,1983,01,05
150,1983-01-06,74.11,1983,01,06
151,1983-01-07,73.98,1983,01,07
152,1983-01-08,,1983,01,08
153,1983-01-09,,1983,01,09
154,1983-01-10,73.9,1983,01,10
155,1983-01-11,74.1,1983,01,11
156,1983-01-12,73.74,1983,01,12
157,1983-01-13,73.49,1983,01,13
158,1983-01-14,,1983,01,14
159,1983-01-15,,1983,01,15
160,1983-01-16,,1983,01,16
161,1983-01-17,73.06,1983,01,17
162,1983-01-18,73.4,1983,01,18
163,1983-01-19,73.51,1983,01,19
164,1983-01-20,73.75,1983,01,20
165,1983-01-21,74.16,1983,01,21
166,1983-01-22,,1983,01,22
167,1983-01-23,,1983,01,23
168,1983-01-24,74.34,1983,01,24
169,1983-01-25,74.51,1983,01,25
170,1983-01-26,74.67,1983,01,26
171,1983-01-27,75.09,1983,01,27
172,1983-01-28,74.85,1983,01,28
173,1983-01-29,,1983,01,29
174,1983-01-30,,1983,01,30
175,1983-01-31,75.08,1983,01,31
176,1983-02-01,75.27,1983,02,01
177,1983-02-02,75.48,1983,02,02
178,1983-02-03,75.52,1983,02,03
179,1983-02-04,75.07,1983,02,04
180,1983-02-05,,1983,02,05
181,1983-02-06,,1983,02,06
182,1983-02-07,75.71,1983,02,07
183,1983-02-08,75.65,1983,02,08
184,1983-02-09,75.66,1983,02,09
185,1983-02-10,75.74,1983,02,10
186,1983-02-11,75.96,1983,02,11
187,1983-02-12,,1983,02,12
188,1983-02-13,,1983,02,13
189,1983-02-14,76.04,1983,02,14
190,1983-02-15,75.49,1983,02,15
191,1983-02-16,75.37,1983,02,16
192,1983-02-17,75.88,1983,02,17
193,1983-02-18,75.96,1983,02,18
194,1983-02-19,,1983,02,19
195,1983-02-20,,1983,02,20
196,1983-02-21,75.71,1983,02,21
197,1983-02-22,76.25,1983,02,22
198,1983-02-23,78.09,1983,02,23
199,1983-02-24,78.54,1983,02,24
200,1983-02-25,80.23,1983,02,25
201,1983-02-26,,1983,02,26
202,1983-02-27,,1983,02,27
203,1983-02-28,80.04,1983,02,28
204,1983-03-01,78.8,1983,03,01
205,1983-03-02,81.84,1983,03,02
206,1983-03-03,78.94,1983,03,03
207,1983-03-04,74.08,1983,03,04
208,1983-03-05,,1983,03,05
209,1983-03-06,,1983,03,06
210,1983-03-07,74.08,1983,03,07
211,1983-03-08,73.78,1983,03,08
