,Periodo,1.Dólar observado,year,mes,dia
12929,2018-01-01,,2018,01,01
12930,2018-01-02,614.75,2018,01,02
12931,2018-01-03,609.49,2018,01,03
12932,2018-01-04,604.84,2018,01,04
12933,2018-01-05,604.0,2018,01,05
12934,2018-01-06,,2018,01,06
12935,2018-01-07,,2018,01,07
12936,2018-01-08,606.04,2018,01,08
12937,2018-01-09,606.29,2018,01,09
12938,2018-01-10,607.25,2018,01,10
12939,2018-01-11,609.17,2018,01,11
12940,2018-01-12,608.04,2018,01,12
12941,2018-01-13,,2018,01,13
12942,2018-01-14,,2018,01,14
12943,2018-01-15,604.09,2018,01,15
12944,2018-01-16,601.69,2018,01,16
12945,2018-01-17,601.69,2018,01,17
12946,2018-01-18,604.99,2018,01,18
12947,2018-01-19,605.45,2018,01,19
12948,2018-01-20,,2018,01,20
12949,2018-01-21,,2018,01,21
12950,2018-01-22,606.55,2018,01,22
12951,2018-01-23,606.28,2018,01,23
12952,2018-01-24,608.15,2018,01,24
12953,2018-01-25,604.12,2018,01,25
12954,2018-01-26,599.33,2018,01,26
12955,2018-01-27,,2018,01,27
12956,2018-01-28,,2018,01,28
12957,2018-01-29,600.37,2018,01,29
12958,2018-01-30,604.63,2018,01,30
12959,2018-01-31,604.42,2018,01,31
12960,2018-02-01,603.25,2018,02,01
12961,2018-02-02,599.19,2018,02,02
12962,2018-02-03,,2018,02,03
12963,2018-02-04,,2018,02,04
12964,2018-02-05,601.26,2018,02,05
12965,2018-02-06,603.07,2018,02,06
12966,2018-02-07,601.23,2018,02,07
12967,2018-02-08,596.53,2018,02,08
12968,2018-02-09,600.74,2018,02,09
12969,2018-02-10,,2018,02,10
12970,2018-02-11,,2018,02,11
12971,2018-02-12,603.07,2018,02,12
12972,2018-02-13,600.35,2018,02,13
12973,2018-02-14,596.99,2018,02,14
12974,2018-02-15,596.66,2018,02,15
12975,2018-02-16,592.66,2018,02,16
12976,2018-02-17,,2018,02,17
12977,2018-02-18,,2018,02,18
12978,2018-02-19,593.15,2018,02,19
12979,2018-02-20,594.58,2018,02,20
12980,2018-02-21,595.63,2018,02,21
12981,2018-02-22,594.7,2018,02,22
12982,2018-02-23,594.73,2018,02,23
12983,2018-02-24,,2018,02,24
12984,2018-02-25,,2018,02,25
12985,2018-02-26,591.56,2018,02,26
12986,2018-02-27,588.28,2018,02,27
12987,2018-02-28,589.15,2018,02,28
12988,2018-03-01,593.61,2018,03,01
12989,2018-03-02,596.15,2018,03,02
12990,2018-03-03,,2018,03,03
12991,2018-03-04,,2018,03,04
12992,2018-03-05,598.04,2018,03,05
12993,2018-03-06,600.51,2018,03,06
12994,2018-03-07,595.93,2018,03,07
12995,2018-03-08,601.91,2018,03,08
12996,2018-03-09,605.22,2018,03,09
12997,2018-03-10,,2018,03,10
12998,2018-03-11,,2018,03,11
12999,2018-03-12,603.56,2018,03,12
13000,2018-03-13,603.85,2018,03,13
13001,2018-03-14,602.19,2018,03,14
13002,2018-03-15,601.16,2018,03,15
13003,2018-03-16,603.54,2018,03,16
13004,2018-03-17,,2018,03,17
13005,2018-03-18,,2018,03,18
13006,2018-03-19,607.6,2018,03,19
13007,2018-03-20,609.39,2018,03,20
13008,2018-03-21,609.58,2018,03,21
13009,2018-03-22,607.23,2018,03,22
13010,2018-03-23,607.76,2018,03,23
13011,2018-03-24,,2018,03,24
13012,2018-03-25,,2018,03,25
13013,2018-03-26,608.14,2018,03,26
13014,2018-03-27,606.07,2018,03,27
13015,2018-03-28,605.65,2018,03,28
13016,2018-03-29,605.26,2018,03,29
13017,2018-03-30,,2018,03,30
13018,2018-03-31,,2018,03,31
13019,2018-04-01,,2018,04,01
13020,2018-04-02,603.39,2018,04,02
13021,2018-04-03,604.06,2018,04,03
13022,2018-04-04,603.66,2018,04,04
13023,2018-04-05,604.81,2018,04,05
13024,2018-04-06,602.71,2018,04,06
13025,2018-04-07,,2018,04,07
13026,2018-04-08,,2018,04,08
13027,2018-04-09,605.17,2018,04,09
13028,2018-04-10,604.54,2018,04,10
13029,2018-04-11,601.99,2018,04,11
13030,2018-04-12,599.2,2018,04,12
13031,2018-04-13,596.96,2018,04,13
13032,2018-04-14,,2018,04,14
13033,2018-04-15,,2018,04,15
13034,2018-04-16,595.45,2018,04,16
13035,2018-04-17,595.99,2018,04,17
13036,2018-04-18,595.82,2018,04,18
13037,2018-04-19,594.41,2018,04,19
13038,2018-04-20,594.42,2018,04,20
13039,2018-04-21,,2018,04,21
13040,2018-04-22,,2018,04,22
13041,2018-04-23,596.26,2018,04,23
13042,2018-04-24,600.58,2018,04,24
13043,2018-04-25,599.87,2018,04,25
13044,2018-04-26,603.16,2018,04,26
13045,2018-04-27,603.31,2018,04,27
13046,2018-04-28,,2018,04,28
13047,2018-04-29,,2018,04,29
13048,2018-04-30,605.74,2018,04,30
13049,2018-05-01,,2018,05,01
13050,2018-05-02,610.98,2018,05,02
13051,2018-05-03,617.69,2018,05,03
13052,2018-05-04,619.18,2018,05,04
13053,2018-05-05,,2018,05,05
13054,2018-05-06,,2018,05,06
13055,2018-05-07,621.36,2018,05,07
13056,2018-05-08,627.08,2018,05,08
13057,2018-05-09,636.0,2018,05,09
13058,2018-05-10,632.92,2018,05,10
13059,2018-05-11,626.82,2018,05,11
13060,2018-05-12,,2018,05,12
13061,2018-05-13,,2018,05,13
13062,2018-05-14,618.5,2018,05,14
13063,2018-05-15,622.94,2018,05,15
13064,2018-05-16,632.73,2018,05,16
13065,2018-05-17,630.89,2018,05,17
13066,2018-05-18,632.36,2018,05,18
13067,2018-05-19,,2018,05,19
13068,2018-05-20,,2018,05,20
13069,2018-05-21,,2018,05,21
13070,2018-05-22,637.03,2018,05,22
13071,2018-05-23,627.17,2018,05,23
13072,2018-05-24,625.01,2018,05,24
13073,2018-05-25,624.31,2018,05,25
13074,2018-05-26,,2018,05,26
13075,2018-05-27,,2018,05,27
13076,2018-05-28,625.29,2018,05,28
13077,2018-05-29,624.39,2018,05,29
13078,2018-05-30,627.52,2018,05,30
13079,2018-05-31,628.33,2018,05,31
13080,2018-06-01,631.29,2018,06,01
13081,2018-06-02,,2018,06,02
13082,2018-06-03,,2018,06,03
13083,2018-06-04,631.86,2018,06,04
13084,2018-06-05,630.38,2018,06,05
13085,2018-06-06,633.92,2018,06,06
13086,2018-06-07,629.21,2018,06,07
13087,2018-06-08,630.63,2018,06,08
13088,2018-06-09,,2018,06,09
13089,2018-06-10,,2018,06,10
13090,2018-06-11,630.45,2018,06,11
13091,2018-06-12,632.81,2018,06,12
13092,2018-06-13,634.17,2018,06,13
13093,2018-06-14,634.57,2018,06,14
13094,2018-06-15,633.99,2018,06,15
13095,2018-06-16,,2018,06,16
13096,2018-06-17,,2018,06,17
13097,2018-06-18,636.35,2018,06,18
13098,2018-06-19,637.35,2018,06,19
13099,2018-06-20,641.51,2018,06,20
13100,2018-06-21,639.03,2018,06,21
13101,2018-06-22,640.69,2018,06,22
13102,2018-06-23,,2018,06,23
13103,2018-06-24,,2018,06,24
13104,2018-06-25,637.45,2018,06,25
13105,2018-06-26,639.38,2018,06,26
13106,2018-06-27,640.21,2018,06,27
13107,2018-06-28,645.87,2018,06,28
13108,2018-06-29,647.95,2018,06,29
13109,2018-06-30,,2018,06,30
13110,2018-07-01,,2018,07,01
13111,2018-07-02,,2018,07,02
13112,2018-07-03,651.21,2018,07,03
13113,2018-07-04,652.05,2018,07,04
13114,2018-07-05,653.2,2018,07,05
13115,2018-07-06,655.29,2018,07,06
13116,2018-07-07,,2018,07,07
13117,2018-07-08,,2018,07,08
13118,2018-07-09,657.33,2018,07,09
13119,2018-07-10,651.74,2018,07,10
13120,2018-07-11,650.43,2018,07,11
13121,2018-07-12,652.37,2018,07,12
13122,2018-07-13,648.05,2018,07,13
13123,2018-07-14,,2018,07,14
13124,2018-07-15,,2018,07,15
13125,2018-07-16,,2018,07,16
