,Periodo,1.Dólar observado,year,mes,dia
0,1982-08-09,55.65,1982,08,09
1,1982-08-10,62.79,1982,08,10
2,1982-08-11,64.07,1982,08,11
3,1982-08-12,60.52,1982,08,12
4,1982-08-13,56.87,1982,08,13
5,1982-08-14,,1982,08,14
6,1982-08-15,,1982,08,15
7,1982-08-16,55.32,1982,08,16
8,1982-08-17,55.28,1982,08,17
9,1982-08-18,55.53,1982,08,18
10,1982-08-19,56.65,1982,08,19
11,1982-08-20,58.63,1982,08,20
12,1982-08-21,,1982,08,21
13,1982-08-22,,1982,08,22
14,1982-08-23,60.28,1982,08,23
15,1982-08-24,56.82,1982,08,24
16,1982-08-25,55.67,1982,08,25
17,1982-08-26,55.58,1982,08,26
18,1982-08-27,55.79,1982,08,27
19,1982-08-28,,1982,08,28
20,1982-08-29,,1982,08,29
21,1982-08-30,58.42,1982,08,30
22,1982-08-31,58.81,1982,08,31
23,1982-09-01,57.1,1982,09,01
24,1982-09-02,58.84,1982,09,02
25,1982-09-03,58.99,1982,09,03
26,1982-09-04,,1982,09,04
27,1982-09-05,,1982,09,05
28,1982-09-06,59.52,1982,09,06
29,1982-09-07,59.71,1982,09,07
30,1982-09-08,59.49,1982,09,08
31,1982-09-09,60.15,1982,09,09
32,1982-09-10,61.07,1982,09,10
33,1982-09-11,,1982,09,11
34,1982-09-12,,1982,09,12
35,1982-09-13,62.43,1982,09,13
36,1982-09-14,62.88,1982,09,14
37,1982-09-15,64.44,1982,09,15
38,1982-09-16,66.48,1982,09,16
39,1982-09-17,67.5,1982,09,17
40,1982-09-18,,1982,09,18
41,1982-09-19,,1982,09,19
42,1982-09-20,66.11,1982,09,20
43,1982-09-21,64.84,1982,09,21
44,1982-09-22,63.8,1982,09,22
45,1982-09-23,64.33,1982,09,23
46,1982-09-24,64.37,1982,09,24
47,1982-09-25,,1982,09,25
48,1982-09-26,,1982,09,26
49,1982-09-27,65.12,1982,09,27
50,1982-09-28,65.7,1982,09,28
51,1982-09-29,66.87,1982,09,29
52,1982-09-30,67.23,1982,09,30
53,1982-10-01,67.41,1982,10,01
54,1982-10-02,,1982,10,02
55,1982-10-03,,1982,10,03
56,1982-10-04,66.81,1982,10,04
57,1982-10-05,66.23,1982,10,05
58,1982-10-06,65.94,1982,10,06
59,1982-10-07,66.02,1982,10,07
60,1982-10-08,65.97,1982,10,08
61,1982-10-09,,1982,10,09
62,1982-10-10,,1982,10,10
63,1982-10-11,65.85,1982,10,11
64,1982-10-12,,1982,10,12
65,1982-10-13,65.63,1982,10,13
66,1982-10-14,65.8,1982,10,14
67,1982-10-15,65.63,1982,10,15
68,1982-10-16,,1982,10,16
69,1982-10-17,,1982,10,17
70,1982-10-18,65.89,1982,10,18
71,1982-10-19,65.79,1982,10,19
72,1982-10-20,65.82,1982,10,20
73,1982-10-21,65.96,1982,10,21
74,1982-10-22,66.05,1982,10,22
75,1982-10-23,,1982,10,23
76,1982-10-24,,1982,10,24
77,1982-10-25,66.36,1982,10,25
78,1982-10-26,66.72,1982,10,26
79,1982-10-27,66.93,1982,10,27
80,1982-10-28,67.21,1982,10,28
81,1982-10-29,67.34,1982,10,29
82,1982-10-30,,1982,10,30
83,1982-10-31,,1982,10,31
84,1982-11-01,,1982,11,01
85,1982-11-02,67.74,1982,11,02
86,1982-11-03,67.82,1982,11,03
87,1982-11-04,68.02,1982,11,04
88,1982-11-05,68.11,1982,11,05
89,1982-11-06,,1982,11,06
90,1982-11-07,,1982,11,07
91,1982-11-08,68.26,1982,11,08
92,1982-11-09,68.52,1982,11,09
93,1982-11-10,68.68,1982,11,10
94,1982-11-11,68.78,1982,11,11
95,1982-11-12,68.96,1982,11,12
96,1982-11-13,,1982,11,13
97,1982-11-14,,1982,11,14
98,1982-11-15,69.2,1982,11,15
99,1982-11-16,69.32,1982,11,16
100,1982-11-17,69.36,1982,11,17
101,1982-11-18,69.36,1982,11,18
102,1982-11-19,69.48,1982,11,19
103,1982-11-20,,1982,11,20
104,1982-11-21,,1982,11,21
105,1982-11-22,69.61,1982,11,22
106,1982-11-23,69.93,1982,11,23
107,1982-11-24,70.08,1982,11,24
108,1982-11-25,70.24,1982,11,25
109,1982-11-26,70.38,1982,11,26
110,1982-11-27,,1982,11,27
111,1982-11-28,,1982,11,28
112,1982-11-29,70.47,1982,11,29
113,1982-11-30,70.57,1982,11,30
114,1982-12-01,70.66,1982,12,01
115,1982-12-02,71.07,1982,12,02
116,1982-12-03,71.91,1982,12,03
117,1982-12-04,,1982,12,04
118,1982-12-05,,1982,12,05
119,1982-12-06,73.54,1982,12,06
120,1982-12-07,72.26,1982,12,07
121,1982-12-08,,1982,12,08
122,1982-12-09,72.13,1982,12,09
123,1982-12-10,71.86,1982,12,10
124,1982-12-11,,1982,12,11
125,1982-12-12,,1982,12,12
126,1982-12-13,72.01,1982,12,13
127,1982-12-14,72.24,1982,12,14
128,1982-12-15,72.22,1982,12,15
129,1982-12-16,72.06,1982,12,16
130,1982-12-17,72.13,1982,12,17
131,1982-12-18,,1982,12,18
132,1982-12-19,,1982,12,19
133,1982-12-20,72.26,1982,12,20
134,1982-12-21,72.42,1982,12,21
135,1982-12-22,72.43,1982,12,22
136,1982-12-23,72.44,1982,12,23
137,1982-12-24,72.68,1982,12,24
138,1982-12-25,,1982,12,25
139,1982-12-26,,1982,12,26
140,1982-12-27,73.25,1982,12,27
141,1982-12-28,73.52,1982,12,28
142,1982-12-29,73.55,1982,12,29
143,1982-12-30,73.57,1982,12,30
144,1982-12-31,,1982,12,31
