,Periodo,1.Dólar observado,year,mes,dia
4163,1994-01-01,,1994,01,01
4164,1994-01-02,,1994,01,02
4165,1994-01-03,428.47,1994,01,03
4166,1994-01-04,429.1,1994,01,04
4167,1994-01-05,431.08,1994,01,05
4168,1994-01-06,431.68,1994,01,06
4169,1994-01-07,430.62,1994,01,07
4170,1994-01-08,,1994,01,08
4171,1994-01-09,,1994,01,09
4172,1994-01-10,429.63,1994,01,10
4173,1994-01-11,429.59,1994,01,11
4174,1994-01-12,428.93,1994,01,12
4175,1994-01-13,429.08,1994,01,13
4176,1994-01-14,430.13,1994,01,14
4177,1994-01-15,,1994,01,15
4178,1994-01-16,,1994,01,16
4179,1994-01-17,430.14,1994,01,17
4180,1994-01-18,430.27,1994,01,18
4181,1994-01-19,430.6,1994,01,19
4182,1994-01-20,430.68,1994,01,20
4183,1994-01-21,430.95,1994,01,21
4184,1994-01-22,,1994,01,22
4185,1994-01-23,,1994,01,23
4186,1994-01-24,432.78,1994,01,24
4187,1994-01-25,433.69,1994,01,25
4188,1994-01-26,431.32,1994,01,26
4189,1994-01-27,430.02,1994,01,27
4190,1994-01-28,429.94,1994,01,28
4191,1994-01-29,,1994,01,29
4192,1994-01-30,,1994,01,30
4193,1994-01-31,430.65,1994,01,31
4194,1994-02-01,431.04,1994,02,01
4195,1994-02-02,430.99,1994,02,02
4196,1994-02-03,430.04,1994,02,03
4197,1994-02-04,429.24,1994,02,04
4198,1994-02-05,,1994,02,05
4199,1994-02-06,,1994,02,06
4200,1994-02-07,429.48,1994,02,07
4201,1994-02-08,429.14,1994,02,08
4202,1994-02-09,428.89,1994,02,09
4203,1994-02-10,427.72,1994,02,10
4204,1994-02-11,427.06,1994,02,11
4205,1994-02-12,,1994,02,12
4206,1994-02-13,,1994,02,13
4207,1994-02-14,428.54,1994,02,14
4208,1994-02-15,428.92,1994,02,15
4209,1994-02-16,428.47,1994,02,16
4210,1994-02-17,427.63,1994,02,17
4211,1994-02-18,427.44,1994,02,18
4212,1994-02-19,,1994,02,19
4213,1994-02-20,,1994,02,20
4214,1994-02-21,427.81,1994,02,21
4215,1994-02-22,427.13,1994,02,22
4216,1994-02-23,427.71,1994,02,23
4217,1994-02-24,428.68,1994,02,24
4218,1994-02-25,428.43,1994,02,25
4219,1994-02-26,,1994,02,26
4220,1994-02-27,,1994,02,27
4221,1994-02-28,429.47,1994,02,28
4222,1994-03-01,429.38,1994,03,01
4223,1994-03-02,428.93,1994,03,02
4224,1994-03-03,431.03,1994,03,03
4225,1994-03-04,432.64,1994,03,04
4226,1994-03-05,,1994,03,05
4227,1994-03-06,,1994,03,06
4228,1994-03-07,433.35,1994,03,07
4229,1994-03-08,432.28,1994,03,08
4230,1994-03-09,431.31,1994,03,09
4231,1994-03-10,430.88,1994,03,10
4232,1994-03-11,432.09,1994,03,11
4233,1994-03-12,,1994,03,12
4234,1994-03-13,,1994,03,13
4235,1994-03-14,432.52,1994,03,14
4236,1994-03-15,431.7,1994,03,15
4237,1994-03-16,431.23,1994,03,16
4238,1994-03-17,431.22,1994,03,17
4239,1994-03-18,430.52,1994,03,18
4240,1994-03-19,,1994,03,19
4241,1994-03-20,,1994,03,20
4242,1994-03-21,430.08,1994,03,21
4243,1994-03-22,430.11,1994,03,22
4244,1994-03-23,430.28,1994,03,23
4245,1994-03-24,429.58,1994,03,24
4246,1994-03-25,428.49,1994,03,25
4247,1994-03-26,,1994,03,26
4248,1994-03-27,,1994,03,27
4249,1994-03-28,428.51,1994,03,28
4250,1994-03-29,429.16,1994,03,29
4251,1994-03-30,428.1,1994,03,30
4252,1994-03-31,427.0,1994,03,31
4253,1994-04-01,,1994,04,01
4254,1994-04-02,,1994,04,02
4255,1994-04-03,,1994,04,03
4256,1994-04-04,426.89,1994,04,04
4257,1994-04-05,426.57,1994,04,05
4258,1994-04-06,425.45,1994,04,06
4259,1994-04-07,425.38,1994,04,07
4260,1994-04-08,424.7,1994,04,08
4261,1994-04-09,,1994,04,09
4262,1994-04-10,,1994,04,10
4263,1994-04-11,422.46,1994,04,11
