,Periodo,1.Dólar observado,year,mes,dia
5989,1999-01-01,,1999,01,01
5990,1999-01-02,,1999,01,02
5991,1999-01-03,,1999,01,03
5992,1999-01-04,472.41,1999,01,04
5993,1999-01-05,471.61,1999,01,05
5994,1999-01-06,470.57,1999,01,06
5995,1999-01-07,468.69,1999,01,07
5996,1999-01-08,470.88,1999,01,08
5997,1999-01-09,,1999,01,09
5998,1999-01-10,,1999,01,10
5999,1999-01-11,470.23,1999,01,11
6000,1999-01-12,471.12,1999,01,12
6001,1999-01-13,473.36,1999,01,13
6002,1999-01-14,477.96,1999,01,14
6003,1999-01-15,476.01,1999,01,15
6004,1999-01-16,,1999,01,16
6005,1999-01-17,,1999,01,17
6006,1999-01-18,478.77,1999,01,18
6007,1999-01-19,476.91,1999,01,19
6008,1999-01-20,478.54,1999,01,20
6009,1999-01-21,478.51,1999,01,21
6010,1999-01-22,478.38,1999,01,22
6011,1999-01-23,,1999,01,23
6012,1999-01-24,,1999,01,24
6013,1999-01-25,479.37,1999,01,25
6014,1999-01-26,478.34,1999,01,26
6015,1999-01-27,478.28,1999,01,27
6016,1999-01-28,480.44,1999,01,28
6017,1999-01-29,483.25,1999,01,29
6018,1999-01-30,,1999,01,30
6019,1999-01-31,,1999,01,31
6020,1999-02-01,488.34,1999,02,01
6021,1999-02-02,488.71,1999,02,02
6022,1999-02-03,490.99,1999,02,03
6023,1999-02-04,492.44,1999,02,04
6024,1999-02-05,489.92,1999,02,05
6025,1999-02-06,,1999,02,06
6026,1999-02-07,,1999,02,07
6027,1999-02-08,488.01,1999,02,08
6028,1999-02-09,489.75,1999,02,09
6029,1999-02-10,492.53,1999,02,10
6030,1999-02-11,492.7,1999,02,11
6031,1999-02-12,493.26,1999,02,12
6032,1999-02-13,,1999,02,13
6033,1999-02-14,,1999,02,14
6034,1999-02-15,493.47,1999,02,15
6035,1999-02-16,496.64,1999,02,16
6036,1999-02-17,497.57,1999,02,17
6037,1999-02-18,497.71,1999,02,18
6038,1999-02-19,496.54,1999,02,19
6039,1999-02-20,,1999,02,20
6040,1999-02-21,,1999,02,21
6041,1999-02-22,495.88,1999,02,22
6042,1999-02-23,494.29,1999,02,23
6043,1999-02-24,494.82,1999,02,24
6044,1999-02-25,496.66,1999,02,25
6045,1999-02-26,498.74,1999,02,26
6046,1999-02-27,,1999,02,27
6047,1999-02-28,,1999,02,28
6048,1999-03-01,501.15,1999,03,01
6049,1999-03-02,502.46,1999,03,02
6050,1999-03-03,502.35,1999,03,03
6051,1999-03-04,500.55,1999,03,04
6052,1999-03-05,496.69,1999,03,05
6053,1999-03-06,,1999,03,06
6054,1999-03-07,,1999,03,07
6055,1999-03-08,499.38,1999,03,08
6056,1999-03-09,495.12,1999,03,09
6057,1999-03-10,493.1,1999,03,10
6058,1999-03-11,492.54,1999,03,11
6059,1999-03-12,489.76,1999,03,12
6060,1999-03-13,,1999,03,13
6061,1999-03-14,,1999,03,14
6062,1999-03-15,490.34,1999,03,15
6063,1999-03-16,492.63,1999,03,16
6064,1999-03-17,489.86,1999,03,17
6065,1999-03-18,489.68,1999,03,18
6066,1999-03-19,489.83,1999,03,19
6067,1999-03-20,,1999,03,20
6068,1999-03-21,,1999,03,21
6069,1999-03-22,489.64,1999,03,22
6070,1999-03-23,489.45,1999,03,23
6071,1999-03-24,489.95,1999,03,24
6072,1999-03-25,490.15,1999,03,25
6073,1999-03-26,487.99,1999,03,26
6074,1999-03-27,,1999,03,27
6075,1999-03-28,,1999,03,28
6076,1999-03-29,485.05,1999,03,29
6077,1999-03-30,485.64,1999,03,30
6078,1999-03-31,483.83,1999,03,31
6079,1999-04-01,484.08,1999,04,01
6080,1999-04-02,,1999,04,02
6081,1999-04-03,,1999,04,03
6082,1999-04-04,,1999,04,04
6083,1999-04-05,486.27,1999,04,05
6084,1999-04-06,485.81,1999,04,06
6085,1999-04-07,482.7,1999,04,07
6086,1999-04-08,484.7,1999,04,08
6087,1999-04-09,485.56,1999,04,09
6088,1999-04-10,,1999,04,10
6089,1999-04-11,,1999,04,11
6090,1999-04-12,483.92,1999,04,12
6091,1999-04-13,482.86,1999,04,13
6092,1999-04-14,482.02,1999,04,14
6093,1999-04-15,479.05,1999,04,15
6094,1999-04-16,477.9,1999,04,16
6095,1999-04-17,,1999,04,17
6096,1999-04-18,,1999,04,18
6097,1999-04-19,476.66,1999,04,19
6098,1999-04-20,475.33,1999,04,20
6099,1999-04-21,476.11,1999,04,21
6100,1999-04-22,478.26,1999,04,22
6101,1999-04-23,481.52,1999,04,23
6102,1999-04-24,,1999,04,24
6103,1999-04-25,,1999,04,25
6104,1999-04-26,484.27,1999,04,26
6105,1999-04-27,484.58,1999,04,27
6106,1999-04-28,485.51,1999,04,28
6107,1999-04-29,485.47,1999,04,29
6108,1999-04-30,486.3,1999,04,30
6109,1999-05-01,,1999,05,01
6110,1999-05-02,,1999,05,02
6111,1999-05-03,483.92,1999,05,03
6112,1999-05-04,483.37,1999,05,04
6113,1999-05-05,480.99,1999,05,05
6114,1999-05-06,478.31,1999,05,06
6115,1999-05-07,478.46,1999,05,07
6116,1999-05-08,,1999,05,08
6117,1999-05-09,,1999,05,09
6118,1999-05-10,477.71,1999,05,10
6119,1999-05-11,476.51,1999,05,11
6120,1999-05-12,476.35,1999,05,12
6121,1999-05-13,478.96,1999,05,13
6122,1999-05-14,481.4,1999,05,14
6123,1999-05-15,,1999,05,15
6124,1999-05-16,,1999,05,16
6125,1999-05-17,486.18,1999,05,17
6126,1999-05-18,486.58,1999,05,18
6127,1999-05-19,487.15,1999,05,19
6128,1999-05-20,486.95,1999,05,20
6129,1999-05-21,,1999,05,21
6130,1999-05-22,,1999,05,22
6131,1999-05-23,,1999,05,23
6132,1999-05-24,489.92,1999,05,24
6133,1999-05-25,491.27,1999,05,25
6134,1999-05-26,496.06,1999,05,26
6135,1999-05-27,495.03,1999,05,27
6136,1999-05-28,492.4,1999,05,28
6137,1999-05-29,,1999,05,29
6138,1999-05-30,,1999,05,30
6139,1999-05-31,493.26,1999,05,31
6140,1999-06-01,491.04,1999,06,01
6141,1999-06-02,493.22,1999,06,02
6142,1999-06-03,,1999,06,03
6143,1999-06-04,495.07,1999,06,04
6144,1999-06-05,,1999,06,05
6145,1999-06-06,,1999,06,06
6146,1999-06-07,494.87,1999,06,07
6147,1999-06-08,494.28,1999,06,08
6148,1999-06-09,494.09,1999,06,09
6149,1999-06-10,496.68,1999,06,10
6150,1999-06-11,498.41,1999,06,11
6151,1999-06-12,,1999,06,12
6152,1999-06-13,,1999,06,13
6153,1999-06-14,498.63,1999,06,14
6154,1999-06-15,498.32,1999,06,15
6155,1999-06-16,497.88,1999,06,16
6156,1999-06-17,500.28,1999,06,17
6157,1999-06-18,503.16,1999,06,18
6158,1999-06-19,,1999,06,19
6159,1999-06-20,,1999,06,20
6160,1999-06-21,505.8,1999,06,21
6161,1999-06-22,512.61,1999,06,22
6162,1999-06-23,511.03,1999,06,23
6163,1999-06-24,508.8,1999,06,24
6164,1999-06-25,512.86,1999,06,25
6165,1999-06-26,,1999,06,26
6166,1999-06-27,,1999,06,27
6167,1999-06-28,517.38,1999,06,28
6168,1999-06-29,,1999,06,29
6169,1999-06-30,518.9,1999,06,30
6170,1999-07-01,517.93,1999,07,01
6171,1999-07-02,517.33,1999,07,02
6172,1999-07-03,,1999,07,03
6173,1999-07-04,,1999,07,04
6174,1999-07-05,517.31,1999,07,05
6175,1999-07-06,513.11,1999,07,06
6176,1999-07-07,512.44,1999,07,07
6177,1999-07-08,515.94,1999,07,08
6178,1999-07-09,517.6,1999,07,09
6179,1999-07-10,,1999,07,10
6180,1999-07-11,,1999,07,11
6181,1999-07-12,517.62,1999,07,12
6182,1999-07-13,519.24,1999,07,13
6183,1999-07-14,519.86,1999,07,14
6184,1999-07-15,518.1,1999,07,15
6185,1999-07-16,517.86,1999,07,16
6186,1999-07-17,,1999,07,17
6187,1999-07-18,,1999,07,18
6188,1999-07-19,517.16,1999,07,19
6189,1999-07-20,515.86,1999,07,20
6190,1999-07-21,514.76,1999,07,21
6191,1999-07-22,517.07,1999,07,22
6192,1999-07-23,518.51,1999,07,23
6193,1999-07-24,,1999,07,24
6194,1999-07-25,,1999,07,25
6195,1999-07-26,517.97,1999,07,26
6196,1999-07-27,517.48,1999,07,27
6197,1999-07-28,514.99,1999,07,28
6198,1999-07-29,514.13,1999,07,29
6199,1999-07-30,515.97,1999,07,30
6200,1999-07-31,,1999,07,31
6201,1999-08-01,,1999,08,01
6202,1999-08-02,513.04,1999,08,02
6203,1999-08-03,512.69,1999,08,03
6204,1999-08-04,513.58,1999,08,04
6205,1999-08-05,513.63,1999,08,05
6206,1999-08-06,513.35,1999,08,06
6207,1999-08-07,,1999,08,07
6208,1999-08-08,,1999,08,08
6209,1999-08-09,512.46,1999,08,09
6210,1999-08-10,511.14,1999,08,10
6211,1999-08-11,510.21,1999,08,11
6212,1999-08-12,511.23,1999,08,12
6213,1999-08-13,510.61,1999,08,13
6214,1999-08-14,,1999,08,14
6215,1999-08-15,,1999,08,15
6216,1999-08-16,511.71,1999,08,16
6217,1999-08-17,511.03,1999,08,17
6218,1999-08-18,511.52,1999,08,18
6219,1999-08-19,511.88,1999,08,19
6220,1999-08-20,513.51,1999,08,20
6221,1999-08-21,,1999,08,21
6222,1999-08-22,,1999,08,22
6223,1999-08-23,514.7,1999,08,23
6224,1999-08-24,513.87,1999,08,24
6225,1999-08-25,514.96,1999,08,25
6226,1999-08-26,515.16,1999,08,26
6227,1999-08-27,514.28,1999,08,27
6228,1999-08-28,,1999,08,28
6229,1999-08-29,,1999,08,29
6230,1999-08-30,515.19,1999,08,30
6231,1999-08-31,516.98,1999,08,31
6232,1999-09-01,517.49,1999,09,01
6233,1999-09-02,516.83,1999,09,02
6234,1999-09-03,519.6,1999,09,03
6235,1999-09-04,,1999,09,04
6236,1999-09-05,,1999,09,05
6237,1999-09-06,,1999,09,06
6238,1999-09-07,522.2,1999,09,07
6239,1999-09-08,523.73,1999,09,08
6240,1999-09-09,521.37,1999,09,09
6241,1999-09-10,522.33,1999,09,10
6242,1999-09-11,,1999,09,11
6243,1999-09-12,,1999,09,12
6244,1999-09-13,525.19,1999,09,13
6245,1999-09-14,524.44,1999,09,14
6246,1999-09-15,523.3,1999,09,15
6247,1999-09-16,524.71,1999,09,16
6248,1999-09-17,524.73,1999,09,17
6249,1999-09-18,,1999,09,18
6250,1999-09-19,,1999,09,19
6251,1999-09-20,523.67,1999,09,20
6252,1999-09-21,525.47,1999,09,21
6253,1999-09-22,525.26,1999,09,22
6254,1999-09-23,527.53,1999,09,23
6255,1999-09-24,528.42,1999,09,24
6256,1999-09-25,,1999,09,25
6257,1999-09-26,,1999,09,26
6258,1999-09-27,530.12,1999,09,27
6259,1999-09-28,528.72,1999,09,28
6260,1999-09-29,529.29,1999,09,29
6261,1999-09-30,531.11,1999,09,30
6262,1999-10-01,531.83,1999,10,01
6263,1999-10-02,,1999,10,02
6264,1999-10-03,,1999,10,03
6265,1999-10-04,531.84,1999,10,04
6266,1999-10-05,531.44,1999,10,05
6267,1999-10-06,529.79,1999,10,06
6268,1999-10-07,531.07,1999,10,07
6269,1999-10-08,531.03,1999,10,08
6270,1999-10-09,,1999,10,09
6271,1999-10-10,,1999,10,10
6272,1999-10-11,532.13,1999,10,11
6273,1999-10-12,,1999,10,12
6274,1999-10-13,532.74,1999,10,13
6275,1999-10-14,535.02,1999,10,14
6276,1999-10-15,536.9,1999,10,15
6277,1999-10-16,,1999,10,16
6278,1999-10-17,,1999,10,17
6279,1999-10-18,540.83,1999,10,18
6280,1999-10-19,542.86,1999,10,19
6281,1999-10-20,543.99,1999,10,20
6282,1999-10-21,542.65,1999,10,21
6283,1999-10-22,541.9,1999,10,22
6284,1999-10-23,,1999,10,23
6285,1999-10-24,,1999,10,24
6286,1999-10-25,541.15,1999,10,25
6287,1999-10-26,543.1,1999,10,26
6288,1999-10-27,544.5,1999,10,27
6289,1999-10-28,547.05,1999,10,28
6290,1999-10-29,547.57,1999,10,29
6291,1999-10-30,,1999,10,30
6292,1999-10-31,,1999,10,31
6293,1999-11-01,,1999,11,01
6294,1999-11-02,548.51,1999,11,02
6295,1999-11-03,548.06,1999,11,03
6296,1999-11-04,549.91,1999,11,04
6297,1999-11-05,549.78,1999,11,05
6298,1999-11-06,,1999,11,06
6299,1999-11-07,,1999,11,07
6300,1999-11-08,550.93,1999,11,08
6301,1999-11-09,549.09,1999,11,09
6302,1999-11-10,544.93,1999,11,10
6303,1999-11-11,542.11,1999,11,11
6304,1999-11-12,542.85,1999,11,12
6305,1999-11-13,,1999,11,13
6306,1999-11-14,,1999,11,14
6307,1999-11-15,540.39,1999,11,15
6308,1999-11-16,537.6,1999,11,16
6309,1999-11-17,538.52,1999,11,17
6310,1999-11-18,538.97,1999,11,18
6311,1999-11-19,540.73,1999,11,19
6312,1999-11-20,,1999,11,20
6313,1999-11-21,,1999,11,21
6314,1999-11-22,540.32,1999,11,22
6315,1999-11-23,540.91,1999,11,23
6316,1999-11-24,538.91,1999,11,24
6317,1999-11-25,540.65,1999,11,25
6318,1999-11-26,543.48,1999,11,26
6319,1999-11-27,,1999,11,27
6320,1999-11-28,,1999,11,28
6321,1999-11-29,545.83,1999,11,29
6322,1999-11-30,545.51,1999,11,30
6323,1999-12-01,546.79,1999,12,01
6324,1999-12-02,546.08,1999,12,02
6325,1999-12-03,546.02,1999,12,03
6326,1999-12-04,,1999,12,04
6327,1999-12-05,,1999,12,05
6328,1999-12-06,543.69,1999,12,06
6329,1999-12-07,542.09,1999,12,07
6330,1999-12-08,,1999,12,08
6331,1999-12-09,541.07,1999,12,09
6332,1999-12-10,540.15,1999,12,10
6333,1999-12-11,,1999,12,11
6334,1999-12-12,,1999,12,12
6335,1999-12-13,542.27,1999,12,13
6336,1999-12-14,538.71,1999,12,14
6337,1999-12-15,537.22,1999,12,15
